"transection_cost","date","invoice_no","customer","no_of_products","weekend_orders","string_agg"
"124.60","2010-11-23","534684",15134,"8",0,"Tuesday"
"244.44","2010-11-23","534685",15864,"3",0,"Tuesday"
"359.69","2010-11-23","534686",13181,"19",0,"Tuesday"
"387.32","2010-11-23","534687",13077,"43",0,"Tuesday"
"306.00","2010-11-23","534690",13211,"2",0,"Tuesday"
"114.39","2010-11-23","534691",12971,"7",0,"Tuesday"
"51.00","2010-11-23","534692",12971,"3",0,"Tuesday"
"515.70","2010-11-23","534693",14332,"20",0,"Tuesday"
"154.44","2010-11-23","534694",16531,"8",0,"Tuesday"
"154.48","2010-11-23","534696",12599,"8",0,"Tuesday"
"609.19","2010-11-23","534697",17700,"26",0,"Tuesday"
"20.40","2010-11-23","534699",14798,"2",0,"Tuesday"
"48.85","2010-11-23","534700",12889,"3",0,"Tuesday"
"1709.15","2010-11-23","534701",15808,"60",0,"Tuesday"
"30.30","2010-11-23","534702",14972,"2",0,"Tuesday"
"200.19","2010-11-23","534703",12662,"13",0,"Tuesday"
"969.16","2010-11-23","534704",16003,"24",0,"Tuesday"
"684.80","2010-11-23","534705",16242,"50",0,"Tuesday"
"8.50","2010-11-23","534706",16242,"1",0,"Tuesday"
"525.60","2010-11-23","534707",13089,"1",0,"Tuesday"
"694.12","2010-11-23","534708",13078,"18",0,"Tuesday"
"4624.53","2010-11-23","534709",-1,"460",0,"Tuesday"
"183.90","2010-11-23","534710",16437,"11",0,"Tuesday"
"583.39","2010-11-23","534711",16001,"29",0,"Tuesday"
"514.55","2010-11-23","534712",14202,"16",0,"Tuesday"
"298.45","2010-11-23","534713",17576,"22",0,"Tuesday"
"333.97","2010-11-23","534714",15965,"45",0,"Tuesday"
"409.98","2010-11-23","534715",17598,"10",0,"Tuesday"
"3013.00","2010-11-23","534716",16684,"13",0,"Tuesday"
"319.75","2010-11-23","534718",13843,"18",0,"Tuesday"
"1519.28","2010-11-23","534719",14154,"33",0,"Tuesday"
"188.60","2010-11-23","534720",14154,"11",0,"Tuesday"
"223.60","2010-11-23","534721",15660,"15",0,"Tuesday"
"308.49","2010-11-23","534722",13468,"19",0,"Tuesday"
"259.35","2010-11-23","534723",17675,"5",0,"Tuesday"
"304.95","2010-11-23","534724",15951,"18",0,"Tuesday"
"175.20","2010-11-23","534726",14156,"1",0,"Tuesday"
"447.24","2010-11-23","534728",15189,"4",0,"Tuesday"
"209.49","2010-11-23","534730",16357,"13",0,"Tuesday"
"3.90","2010-11-23","534735",-1,"1",0,"Tuesday"
"657.73","2010-11-23","534737",15061,"10",0,"Tuesday"
"587.24","2010-11-23","534738",12377,"28",0,"Tuesday"
"356.10","2010-11-24","534739",16316,"16",0,"Wednesday"
"159.72","2010-11-24","534740",13310,"11",0,"Wednesday"
"390.00","2010-11-24","534741",12908,"1",0,"Wednesday"
"326.74","2010-11-24","534742",17744,"15",0,"Wednesday"
"112.05","2010-11-24","534743",17894,"11",0,"Wednesday"
"411.63","2010-11-24","534744",14291,"26",0,"Wednesday"
"85.00","2010-11-24","534745",14291,"2",0,"Wednesday"
"443.28","2010-11-24","534746",17504,"11",0,"Wednesday"
"0.00","2010-11-24","534747",-1,"1",0,"Wednesday"
"0.00","2010-11-24","534748",-1,"1",0,"Wednesday"
"167.66","2010-11-24","534749",14861,"12",0,"Wednesday"
"9278.94","2010-11-24","534750",-1,"156",0,"Wednesday"
"826.81","2010-11-24","534751",-1,"59",0,"Wednesday"
"1001.60","2010-11-24","534752",-1,"83",0,"Wednesday"
"361.09","2010-11-24","534753",17990,"16",0,"Wednesday"
"825.08","2010-11-24","534754",-1,"70",0,"Wednesday"
"616.60","2010-11-24","534755",-1,"52",0,"Wednesday"
"1097.36","2010-11-24","534756",-1,"76",0,"Wednesday"
"417.60","2010-11-24","534758",12931,"1",0,"Wednesday"
"163.20","2010-11-24","534759",17675,"1",0,"Wednesday"
"720.00","2010-11-24","534760",12931,"1",0,"Wednesday"
"463.95","2010-11-24","534761",17377,"11",0,"Wednesday"
"302.80","2010-11-24","534762",14543,"5",0,"Wednesday"
"2612.89","2010-11-24","534763",17511,"29",0,"Wednesday"
"153.77","2010-11-24","534764",15173,"9",0,"Wednesday"
"172.10","2010-11-24","534765",15555,"18",0,"Wednesday"
"135.65","2010-11-24","534766",12868,"9",0,"Wednesday"
"395.10","2010-11-24","534767",16125,"20",0,"Wednesday"
"645.40","2010-11-24","534768",13767,"9",0,"Wednesday"
"367.27","2010-11-24","534769",15358,"23",0,"Wednesday"
"92.60","2010-11-24","534770",15358,"3",0,"Wednesday"
"498.75","2010-11-24","534772",16717,"21",0,"Wednesday"
"17.40","2010-11-24","534773",16717,"1",0,"Wednesday"
"300.96","2010-11-24","534774",15838,"1",0,"Wednesday"
"300.65","2010-11-24","534775",17633,"9",0,"Wednesday"
"325.44","2010-11-24","534776",13750,"1",0,"Wednesday"
"350.40","2010-11-24","534777",15100,"1",0,"Wednesday"
"63.35","2010-11-24","534779",12970,"12",0,"Wednesday"
"0.95","2010-11-24","534780",12970,"1",0,"Wednesday"
"2.50","2010-11-24","534783",14861,"1",0,"Wednesday"
"214.49","2010-11-24","534786",15854,"39",0,"Wednesday"
"400.90","2010-11-24","534788",16782,"66",0,"Wednesday"
"2514.72","2010-11-24","534793",13694,"15",0,"Wednesday"
"356.64","2010-11-24","534794",15984,"43",0,"Wednesday"
"5.85","2010-11-24","534796",-1,"2",0,"Wednesday"
"165.91","2010-11-24","534797",16016,"26",0,"Wednesday"
"305.45","2010-11-24","534799",14350,"18",0,"Wednesday"
"547.97","2010-11-24","534800",17019,"130",0,"Wednesday"
"747.26","2010-11-24","534801",14673,"40",0,"Wednesday"
"408.00","2010-11-24","534802",12939,"1",0,"Wednesday"
"349.85","2010-11-24","534804",12356,"27",0,"Wednesday"
"279.44","2010-11-24","534805",18193,"7",0,"Wednesday"
"301.07","2010-11-24","534807",14667,"25",0,"Wednesday"
"172.49","2010-11-24","534808",14552,"42",0,"Wednesday"
"164.05","2010-11-24","534809",14692,"6",0,"Wednesday"
"1387.20","2010-11-24","534810",14045,"2",0,"Wednesday"
"260.40","2010-11-24","534811",16931,"14",0,"Wednesday"
"237.42","2010-11-24","534812",14458,"49",0,"Wednesday"
"534.10","2010-11-24","534813",17069,"22",0,"Wednesday"
"133.46","2010-11-24","534814",16794,"28",0,"Wednesday"
"413.64","2010-11-24","534816",16839,"6",0,"Wednesday"
"123.65","2010-11-24","534818",18116,"26",0,"Wednesday"
"300.07","2010-11-24","534820",14988,"42",0,"Wednesday"
"141.90","2010-11-24","534821",17069,"9",0,"Wednesday"
"602.61","2010-11-24","534822",12970,"88",0,"Wednesday"
"202.46","2010-11-24","534829",-1,"23",0,"Wednesday"
"670.90","2010-11-24","534830",17315,"23",0,"Wednesday"
"307.87","2010-11-24","534832",15279,"18",0,"Wednesday"
"5.90","2010-11-24","534834",-1,"2",0,"Wednesday"
"10.75","2010-11-24","534835",12970,"3",0,"Wednesday"
"370.97","2010-11-24","534836",15984,"12",0,"Wednesday"
"271.55","2010-11-24","534839",15889,"61",0,"Wednesday"
"134.90","2010-11-24","534840",18109,"16",0,"Wednesday"
"541.92","2010-11-24","534841",15572,"51",0,"Wednesday"
"112.80","2010-11-24","534842",15262,"7",0,"Wednesday"
"132.50","2010-11-24","534843",16292,"6",0,"Wednesday"
"253.55","2010-11-24","534844",16409,"45",0,"Wednesday"
"515.87","2010-11-24","534846",13823,"22",0,"Wednesday"
"919.62","2010-11-24","534847",14646,"8",0,"Wednesday"
"208.57","2010-11-24","534848",13623,"37",0,"Wednesday"
"579.89","2010-11-24","534851",14409,"14",0,"Wednesday"
"10.65","2010-11-24","534853",-1,"4",0,"Wednesday"
"239.26","2010-11-24","534854",16065,"46",0,"Wednesday"
"1.25","2010-11-24","534855",-1,"1",0,"Wednesday"
"229.20","2010-11-24","534856",14868,"8",0,"Wednesday"
"123.75","2010-11-24","534857",13663,"5",0,"Wednesday"
"4.25","2010-11-24","534858",16065,"1",0,"Wednesday"
"6203.01","2010-11-24","534859",-1,"472",0,"Wednesday"
"239.90","2010-11-24","534860",15271,"14",0,"Wednesday"
"151.49","2010-11-24","534861",18076,"8",0,"Wednesday"
"433.36","2010-11-24","534862",15194,"11",0,"Wednesday"
"619.57","2010-11-24","534864",13495,"16",0,"Wednesday"
"156.42","2010-11-24","534865",15356,"66",0,"Wednesday"
"114.15","2010-11-24","534866",16085,"16",0,"Wednesday"
"880.80","2010-11-24","534869",13952,"46",0,"Wednesday"
"305.47","2010-11-24","534870",17601,"67",0,"Wednesday"
"5.10","2010-11-24","534871",-1,"1",0,"Wednesday"
"5.10","2010-11-24","534872",-1,"1",0,"Wednesday"
"295.80","2010-11-24","534873",14060,"4",0,"Wednesday"
"74.00","2010-11-24","534875",14060,"1",0,"Wednesday"
"106.72","2010-11-24","534876",16699,"7",0,"Wednesday"
"577.83","2010-11-24","534877",15471,"65",0,"Wednesday"
"193.05","2010-11-24","534879",16489,"2",0,"Wednesday"
"111.60","2010-11-24","534882",13686,"9",0,"Wednesday"
"731.10","2010-11-24","534884",16422,"6",0,"Wednesday"
"166.51","2010-11-24","534885",15509,"29",0,"Wednesday"
"424.14","2010-11-24","534886",-1,"77",0,"Wednesday"
"246.99","2010-11-24","534887",16903,"58",0,"Wednesday"
"154.36","2010-11-24","534888",13854,"3",0,"Wednesday"
"108.30","2010-11-24","534889",15030,"2",0,"Wednesday"
"325.26","2010-11-24","534890",16204,"40",0,"Wednesday"
"216.04","2010-11-24","534894",13554,"11",0,"Wednesday"
"395.45","2010-11-24","534900",17402,"4",0,"Wednesday"
"168.12","2010-11-24","534902",17349,"35",0,"Wednesday"
"12.60","2010-11-24","534914",15476,"1",0,"Wednesday"
"1089.50","2010-11-24","534934",12913,"4",0,"Wednesday"
"121.10","2010-11-24","534935",17920,"29",0,"Wednesday"
"126.30","2010-11-24","534943",16128,"4",0,"Wednesday"
"151.60","2010-11-24","534944",14623,"19",0,"Wednesday"
"320.05","2010-11-24","534946",17998,"8",0,"Wednesday"
"335.26","2010-11-24","534948",15269,"15",0,"Wednesday"
"111.40","2010-11-24","534956",13277,"4",0,"Wednesday"
"309.18","2010-11-24","534959",13162,"11",0,"Wednesday"
"66.80","2010-11-24","534980",13992,"3",0,"Wednesday"
"388.20","2010-11-24","535014",14257,"8",0,"Wednesday"
"437.35","2010-11-24","535016",14013,"24",0,"Wednesday"
"282.72","2010-11-24","535017",13102,"5",0,"Wednesday"
"888.47","2010-11-24","535018",17017,"25",0,"Wednesday"
"154.80","2010-11-24","535019",17017,"8",0,"Wednesday"
"985.20","2010-11-24","535037",13654,"32",0,"Wednesday"
"21.86","2010-11-24","535039",-1,"6",0,"Wednesday"
"335.02","2010-11-24","535040",14127,"20",0,"Wednesday"
"145.01","2010-11-24","535041",15902,"18",0,"Wednesday"
"188.10","2010-11-24","535066",12933,"37",0,"Wednesday"
"148.05","2010-11-24","535077",14820,"3",0,"Wednesday"
"334.75","2010-11-25","535078",16401,"4",0,"Thursday"
"77.80","2010-11-25","535079",15661,"3",0,"Thursday"
"695.80","2010-11-25","535080",13767,"13",0,"Thursday"
"211.80","2010-11-25","535081",16233,"4",0,"Thursday"
"256.55","2010-11-25","535082",16988,"13",0,"Thursday"
"121.50","2010-11-25","535083",14961,"4",0,"Thursday"
"266.86","2010-11-25","535084",14796,"53",0,"Thursday"
"593.08","2010-11-25","535085",12839,"27",0,"Thursday"
"130.65","2010-11-25","535086",14560,"2",0,"Thursday"
"300.37","2010-11-25","535088",17167,"17",0,"Thursday"
"575.60","2010-11-25","535089",13089,"12",0,"Thursday"
"765.72","2010-11-25","535090",13958,"42",0,"Thursday"
"669.59","2010-11-25","535091",14304,"32",0,"Thursday"
"305.08","2010-11-25","535092",13987,"20",0,"Thursday"
"297.07","2010-11-25","535094",16086,"13",0,"Thursday"
"186.10","2010-11-25","535095",15287,"5",0,"Thursday"
"297.00","2010-11-25","535096",15728,"6",0,"Thursday"
"560.72","2010-11-25","535097",16293,"31",0,"Thursday"
"272.20","2010-11-25","535100",14540,"9",0,"Thursday"
"200.40","2010-11-25","535101",13258,"4",0,"Thursday"
"219.43","2010-11-25","535102",17996,"29",0,"Thursday"
"324.45","2010-11-25","535103",13993,"11",0,"Thursday"
"15070.22","2010-11-25","535104",16684,"43",0,"Thursday"
"120.00","2010-11-25","535105",12360,"1",0,"Thursday"
"300.40","2010-11-25","535106",17342,"6",0,"Thursday"
"1365.79","2010-11-25","535107",14680,"24",0,"Thursday"
"310.42","2010-11-25","535108",14963,"50",0,"Thursday"
"411.15","2010-11-25","535113",14709,"15",0,"Thursday"
"67.50","2010-11-25","535114",17633,"1",0,"Thursday"
"735.90","2010-11-25","535124",13851,"21",0,"Thursday"
"1429.90","2010-11-25","535131",14733,"35",0,"Thursday"
"169.78","2010-11-25","535139",15271,"37",0,"Thursday"
"595.60","2010-11-25","535173",13113,"9",0,"Thursday"
"615.80","2010-11-25","535181",15084,"19",0,"Thursday"
"151.54","2010-11-25","535182",14450,"8",0,"Thursday"
"439.60","2010-11-25","535187",18087,"4",0,"Thursday"
"279.60","2010-11-25","535192",13767,"6",0,"Thursday"
"384.62","2010-11-25","535195",14907,"18",0,"Thursday"
"25.20","2010-11-25","535196",14907,"1",0,"Thursday"
"61.20","2010-11-25","535204",12971,"3",0,"Thursday"
"210.66","2010-11-25","535215",16354,"43",0,"Thursday"
"405.48","2010-11-25","535221",12748,"36",0,"Thursday"
"489.60","2010-11-25","535227",15291,"2",0,"Thursday"
"1275.00","2010-11-25","535228",16013,"1",0,"Thursday"
"550.75","2010-11-25","535229",14625,"27",0,"Thursday"
"500.18","2010-11-25","535231",12910,"11",0,"Thursday"
"940.90","2010-11-25","535235",16709,"57",0,"Thursday"
"137.65","2010-11-25","535240",18025,"28",0,"Thursday"
"222.72","2010-11-25","535241",16515,"42",0,"Thursday"
"218.48","2010-11-25","535242",15311,"24",0,"Thursday"
"876.00","2010-11-25","535243",13089,"1",0,"Thursday"
"40.50","2010-11-25","535244",18025,"2",0,"Thursday"
"160.80","2010-11-25","535245",14527,"26",0,"Thursday"
"439.65","2010-11-25","535247",14824,"13",0,"Thursday"
"579.20","2010-11-25","535248",13319,"25",0,"Thursday"
"102.03","2010-11-25","535249",13319,"6",0,"Thursday"
"117.37","2010-11-25","535250",15987,"47",0,"Thursday"
"722.28","2010-11-25","535251",16570,"13",0,"Thursday"
"756.36","2010-11-25","535252",17457,"3",0,"Thursday"
"217.74","2010-11-25","535253",16874,"34",0,"Thursday"
"115.77","2010-11-25","535254",14721,"27",0,"Thursday"
"178.04","2010-11-25","535255",17720,"10",0,"Thursday"
"700.92","2010-11-25","535257",15044,"30",0,"Thursday"
"306.60","2010-11-25","535258",16612,"16",0,"Thursday"
"291.27","2010-11-25","535259",17068,"48",0,"Thursday"
"254.45","2010-11-25","535260",15021,"69",0,"Thursday"
"577.62","2010-11-25","535261",13798,"5",0,"Thursday"
"444.72","2010-11-25","535262",13798,"5",0,"Thursday"
"311.29","2010-11-25","535263",14710,"60",0,"Thursday"
"203.42","2010-11-25","535264",15020,"28",0,"Thursday"
"643.89","2010-11-25","535265",13381,"28",0,"Thursday"
"359.41","2010-11-25","535266",14159,"129",0,"Thursday"
"132.18","2010-11-25","535267",14487,"33",0,"Thursday"
"231.45","2010-11-25","535268",12841,"26",0,"Thursday"
"883.81","2010-11-25","535269",14597,"38",0,"Thursday"
"587.35","2010-11-25","535270",16126,"15",0,"Thursday"
"246.90","2010-11-25","535271",15967,"38",0,"Thursday"
"246.50","2010-11-25","535272",15495,"20",0,"Thursday"
"228.83","2010-11-25","535273",17989,"34",0,"Thursday"
"982.33","2010-11-25","535274",14415,"95",0,"Thursday"
"321.80","2010-11-25","535275",16711,"3",0,"Thursday"
"72.00","2010-11-25","535277",14680,"1",0,"Thursday"
"126.66","2010-11-25","535278",14431,"11",0,"Thursday"
"0.00","2010-11-25","535280",-1,"1",0,"Thursday"
"265.05","2010-11-25","535282",14099,"21",0,"Thursday"
"662.77","2010-11-25","535283",14443,"40",0,"Thursday"
"314.58","2010-11-25","535285",15755,"21",0,"Thursday"
"327.30","2010-11-25","535288",17640,"7",0,"Thursday"
"172.70","2010-11-25","535297",17882,"23",0,"Thursday"
"140.76","2010-11-25","535306",17882,"33",0,"Thursday"
"39.90","2010-11-25","535307",-1,"1",0,"Thursday"
"900.50","2010-11-25","535308",13102,"29",0,"Thursday"
"105.67","2010-11-25","535310",17920,"37",0,"Thursday"
"1301.76","2010-11-25","535311",12939,"5",0,"Thursday"
"139.14","2010-11-25","535312",13280,"17",0,"Thursday"
"379.95","2010-11-25","535313",15514,"21",0,"Thursday"
"310.25","2010-11-25","535314",13573,"15",0,"Thursday"
"190.95","2010-11-25","535315",13019,"8",0,"Thursday"
"234.05","2010-11-25","535316",16954,"8",0,"Thursday"
"178.90","2010-11-25","535317",16231,"12",0,"Thursday"
"173.25","2010-11-25","535318",13573,"33",0,"Thursday"
"990.37","2010-11-25","535319",13458,"39",0,"Thursday"
"206.80","2010-11-25","535320",15681,"3",0,"Thursday"
"1938.40","2010-11-25","535321",12385,"65",0,"Thursday"
"4312.81","2010-11-25","535322",-1,"472",0,"Thursday"
"413.01","2010-11-25","535324",14482,"51",0,"Thursday"
"198.74","2010-11-25","535325",16558,"8",0,"Thursday"
"26.40","2010-11-25","535326",16043,"1",0,"Thursday"
"6.20","2010-11-25","535328",17888,"2",0,"Thursday"
"406.80","2010-11-25","535329",14608,"5",0,"Thursday"
"238.20","2010-11-25","535330",13534,"14",0,"Thursday"
"168.50","2010-11-25","535331",14496,"7",0,"Thursday"
"184.41","2010-11-25","535332",18161,"13",0,"Thursday"
"451.29","2010-11-25","535334",15961,"42",0,"Thursday"
"15.00","2010-11-25","535335",-1,"1",0,"Thursday"
"449.81","2010-11-25","535336",13626,"25",0,"Thursday"
"265.59","2010-11-25","535338",13911,"14",0,"Thursday"
"0.00","2010-11-25","535339",-1,"1",0,"Thursday"
"387.30","2010-11-25","535341",13995,"22",0,"Thursday"
"462.75","2010-11-25","535342",14627,"29",0,"Thursday"
"208.75","2010-11-25","535343",16812,"13",0,"Thursday"
"192.85","2010-11-25","535344",15266,"12",0,"Thursday"
"111.17","2010-11-25","535345",15936,"8",0,"Thursday"
"211.99","2010-11-25","535346",12961,"40",0,"Thursday"
"422.78","2010-11-25","535348",15051,"25",0,"Thursday"
"542.65","2010-11-25","535349",18245,"32",0,"Thursday"
"17.40","2010-11-25","535350",18245,"1",0,"Thursday"
"482.27","2010-11-25","535351",15785,"15",0,"Thursday"
"2.10","2010-11-25","535352",-1,"1",0,"Thursday"
"11.60","2010-11-25","535353",15785,"1",0,"Thursday"
"142.77","2010-11-25","535354",17556,"8",0,"Thursday"
"76.90","2010-11-25","535355",15422,"3",0,"Thursday"
"8.27","2010-11-25","535356",-1,"6",0,"Thursday"
"18.70","2010-11-25","535358",-1,"4",0,"Thursday"
"15.12","2010-11-25","535359",-1,"2",0,"Thursday"
"121.10","2010-11-25","535365",13824,"2",0,"Thursday"
"332.85","2010-11-25","535366",14264,"15",0,"Thursday"
"584.40","2010-11-25","535367",12863,"5",0,"Thursday"
"131.20","2010-11-25","535368",17080,"5",0,"Thursday"
"266.60","2010-11-25","535369",15712,"15",0,"Thursday"
"324.94","2010-11-25","535370",13394,"18",0,"Thursday"
"349.90","2010-11-25","535371",16042,"17",0,"Thursday"
"73.80","2010-11-25","535372",16042,"5",0,"Thursday"
"335.79","2010-11-25","535374",14766,"19",0,"Thursday"
"313.30","2010-11-25","535375",13090,"6",0,"Thursday"
"309.00","2010-11-25","535376",13115,"13",0,"Thursday"
"252.10","2010-11-25","535377",15144,"14",0,"Thursday"
"23.40","2010-11-25","535378",15144,"1",0,"Thursday"
"281.05","2010-11-25","535379",15796,"12",0,"Thursday"
"294.10","2010-11-25","535380",16062,"9",0,"Thursday"
"271.03","2010-11-25","535381",14713,"29",0,"Thursday"
"287.00","2010-11-25","535382",17921,"42",0,"Thursday"
"204.77","2010-11-25","535384",14702,"17",0,"Thursday"
"391.19","2010-11-25","535385",15518,"32",0,"Thursday"
"331.20","2010-11-25","535386",17612,"20",0,"Thursday"
"543.09","2010-11-26","535387",15210,"30",0,"Friday"
"236.10","2010-11-26","535388",12811,"11",0,"Friday"
"662.01","2010-11-26","535389",12681,"30",0,"Friday"
"59.15","2010-11-26","535390",-1,"13",0,"Friday"
"749.65","2010-11-26","535391",14156,"31",0,"Friday"
"101.95","2010-11-26","535392",17790,"8",0,"Friday"
"594.15","2010-11-26","535393",16812,"35",0,"Friday"
"389.70","2010-11-26","535394",15347,"12",0,"Friday"
"315.66","2010-11-26","535395",15793,"4",0,"Friday"
"617.05","2010-11-26","535396",12540,"18",0,"Friday"
"302.40","2010-11-26","535397",14306,"1",0,"Friday"
"462.10","2010-11-26","535398",18031,"65",0,"Friday"
"318.20","2010-11-26","535399",15550,"58",0,"Friday"
"435.71","2010-11-26","535400",15550,"25",0,"Friday"
"22.50","2010-11-26","535402",15550,"1",0,"Friday"
"0.00","2010-11-26","535403",-1,"1",0,"Friday"
"0.00","2010-11-26","535404",-1,"1",0,"Friday"
"0.00","2010-11-26","535405",-1,"1",0,"Friday"
"0.00","2010-11-26","535406",-1,"1",0,"Friday"
"4786.59","2010-11-26","535407",-1,"443",0,"Friday"
"632.23","2010-11-26","535408",14934,"37",0,"Friday"
"570.38","2010-11-26","535409",14507,"45",0,"Friday"
"0.00","2010-11-26","535411",-1,"1",0,"Friday"
"159.05","2010-11-26","535412",16899,"13",0,"Friday"
"4713.26","2010-11-26","535413",-1,"118",0,"Friday"
"169.57","2010-11-26","535414",18118,"38",0,"Friday"
"426.00","2010-11-26","535415",16779,"19",0,"Friday"
"172.15","2010-11-26","535416",14312,"11",0,"Friday"
"364.55","2010-11-26","535417",14821,"17",0,"Friday"
"374.43","2010-11-26","535418",17377,"21",0,"Friday"
"1172.38","2010-11-26","535419",12668,"49",0,"Friday"
"804.33","2010-11-26","535421",13555,"70",0,"Friday"
"582.00","2010-11-26","535422",15638,"4",0,"Friday"
"188.46","2010-11-26","535423",17283,"15",0,"Friday"
"99.30","2010-11-26","535424",12651,"8",0,"Friday"
"177.65","2010-11-26","535425",17796,"35",0,"Friday"
"322.87","2010-11-26","535426",15024,"26",0,"Friday"
"313.21","2010-11-26","535427",15872,"74",0,"Friday"
"321.84","2010-11-26","535429",16138,"22",0,"Friday"
"295.20","2010-11-26","535430",12594,"17",0,"Friday"
"452.58","2010-11-26","535431",12474,"23",0,"Friday"
"320.00","2010-11-26","535433",12483,"8",0,"Friday"
"406.16","2010-11-26","535434",14911,"10",0,"Friday"
"1018.56","2010-11-26","535437",15903,"10",0,"Friday"
"189.47","2010-11-26","535449",17516,"59",0,"Friday"
"183.40","2010-11-26","535457",15028,"23",0,"Friday"
"276.50","2010-11-26","535463",12538,"13",0,"Friday"
"158.50","2010-11-26","535464",17999,"45",0,"Friday"
"606.25","2010-11-26","535465",16254,"41",0,"Friday"
"755.15","2010-11-26","535466",16262,"46",0,"Friday"
"82.25","2010-11-26","535467",15081,"4",0,"Friday"
"88.20","2010-11-26","535468",16226,"5",0,"Friday"
"4.25","2010-11-26","535469",-1,"1",0,"Friday"
"64.20","2010-11-26","535470",12971,"5",0,"Friday"
"327.25","2010-11-26","535471",17952,"11",0,"Friday"
"871.58","2010-11-26","535472",12637,"46",0,"Friday"
"111.30","2010-11-26","535473",17952,"23",0,"Friday"
"15.00","2010-11-26","535474",16928,"1",0,"Friday"
"132.70","2010-11-26","535475",17817,"31",0,"Friday"
"541.66","2010-11-26","535476",12490,"28",0,"Friday"
"25.55","2010-11-26","535477",17888,"10",0,"Friday"
"112.47","2010-11-26","535478",17757,"14",0,"Friday"
"908.97","2010-11-26","535485",-1,"65",0,"Friday"
"1103.25","2010-11-26","535487",-1,"73",0,"Friday"
"405.66","2010-11-26","535488",12976,"23",0,"Friday"
"431.95","2010-11-26","535490",15301,"24",0,"Friday"
"150.80","2010-11-26","535493",15301,"8",0,"Friday"
"743.74","2010-11-26","535531",17841,"129",0,"Friday"
"253.50","2010-11-26","535534",17031,"3",0,"Friday"
"141.48","2010-11-26","535536",17548,"7",0,"Friday"
"1192.86","2010-11-26","535565",18230,"39",0,"Friday"
"405.14","2010-11-26","535571",16904,"75",0,"Friday"
"83.40","2010-11-26","535573",16168,"4",0,"Friday"
"712.09","2010-11-26","535576",12865,"38",0,"Friday"
"10.50","2010-11-26","535582",16904,"1",0,"Friday"
"124.65","2010-11-26","535583",16010,"17",0,"Friday"
"149.05","2010-11-26","535584",14135,"6",0,"Friday"
"355.00","2010-11-26","535585",18226,"13",0,"Friday"
"738.86","2010-11-26","535586",12928,"34",0,"Friday"
"99.25","2010-11-26","535587",13891,"4",0,"Friday"
"198.79","2010-11-26","535588",15914,"11",0,"Friday"
"7.20","2010-11-26","535589",15914,"2",0,"Friday"
"333.80","2010-11-26","535590",17218,"29",0,"Friday"
"338.40","2010-11-26","535591",16825,"19",0,"Friday"
"505.53","2010-11-26","535592",15281,"25",0,"Friday"
"739.77","2010-11-26","535593",13362,"35",0,"Friday"
"94.80","2010-11-26","535594",17858,"4",0,"Friday"
"962.02","2010-11-26","535615",15856,"19",0,"Friday"
"182.64","2010-11-26","535633",14031,"2",0,"Friday"
"0.00","2010-11-26","535634",-1,"1",0,"Friday"
"0.00","2010-11-26","535635",-1,"1",0,"Friday"
"0.00","2010-11-26","535636",-1,"1",0,"Friday"
"0.00","2010-11-26","535637",-1,"1",0,"Friday"
"0.00","2010-11-26","535638",-1,"1",0,"Friday"
"354.01","2010-11-28","535639",17243,"27",1,"Sunday"
"507.60","2010-11-28","535641",15465,"5",1,"Sunday"
"94.17","2010-11-28","535642",14618,"2",1,"Sunday"
"199.95","2010-11-28","535644",17343,"12",1,"Sunday"
"172.95","2010-11-28","535645",15860,"28",1,"Sunday"
"237.00","2010-11-28","535646",15854,"20",1,"Sunday"
"184.15","2010-11-28","535647",15058,"13",1,"Sunday"
"106.48","2010-11-28","535648",15212,"5",1,"Sunday"
"148.90","2010-11-28","535650",15580,"26",1,"Sunday"
"185.58","2010-11-28","535652",13485,"7",1,"Sunday"
"25.20","2010-11-28","535653",13485,"2",1,"Sunday"
"172.14","2010-11-28","535654",17580,"29",1,"Sunday"
"206.03","2010-11-28","535655",15059,"41",1,"Sunday"
"176.01","2010-11-28","535656",16010,"43",1,"Sunday"
"13.98","2010-11-28","535657",14527,"1",1,"Sunday"
"169.70","2010-11-28","535658",13542,"15",1,"Sunday"
"323.52","2010-11-28","535659",16422,"7",1,"Sunday"
"215.00","2010-11-28","535660",17150,"13",1,"Sunday"
"498.17","2010-11-28","535661",13069,"61",1,"Sunday"
"679.15","2010-11-28","535662",16782,"90",1,"Sunday"
"406.25","2010-11-28","535664",13884,"38",1,"Sunday"
"446.70","2010-11-28","535665",17085,"61",1,"Sunday"
"1428.21","2010-11-28","535666",12621,"25",1,"Sunday"
"233.41","2010-11-28","535667",16784,"45",1,"Sunday"
"176.18","2010-11-28","535668",15446,"48",1,"Sunday"
"579.00","2010-11-28","535669",13758,"8",1,"Sunday"
"356.89","2010-11-28","535670",15834,"27",1,"Sunday"
"45.65","2010-11-28","535672",15834,"3",1,"Sunday"
"619.40","2010-11-28","535673",16133,"4",1,"Sunday"
"306.26","2010-11-28","535674",16133,"13",1,"Sunday"
"420.24","2010-11-28","535675",16985,"5",1,"Sunday"
"241.26","2010-11-28","535676",15037,"41",1,"Sunday"
"453.59","2010-11-28","535677",14546,"61",1,"Sunday"
"543.33","2010-11-28","535679",15625,"30",1,"Sunday"
"368.08","2010-11-28","535680",17001,"15",1,"Sunday"
